2303	0	256	2303	0	218
2559	0	256	2559	0	218
2815	0	256	2815	0	218
3071	0	256	3071	0	218
3327	0	256	3327	0	218
3583	0	256	3583	0	218
3839	0	256	3839	0	218
4095	0	256	4095	0	218
0	256	256	0	245	218
256	256	256	256	245	218
512	256	256	512	245	218
768	256	256	768	245	218
1024	256	256	1024	245	218
1280	256	256	1280	245	218
1536	256	256	1536	245	218
1792	256	256	1792	245	218
2048	256	256	2048	245	218
2303	256	256	2303	245	218
2559	256	256	2559	245	218
2815	256	256	2815	245	218
3071	256	256	3071	245	218
3327	256	256	3327	245	218
3583	256	256	3583	245	218
3839	256	256	3839	245	218
4095	256	256	4095	245	218
0	512	256	0	490	218
256	512	256	256	490	218
512	512	256	512	490	218
768	512	256	768	490	218
1024	512	256	1024	490	218
1280	512	256	1280	490	218
1536	512	256	1536	490	218
1792	512	256	1792	490	218
2048	512	256	2048	490	218
2303	512	256	2303	490	218
2559	512	256	2559	490	218
2815	512	256	2815	490	218
3071	512	256	3071	490	218
3327	512	256	3327	490	218
3583	512	256	3583	490	218
3839	512	256	3839	490	218
4095	512	256	4095	490	218
0	768	256	0	736	218
256	768	256	256	736	218
512	768	256	512	736	218
768	768	256	768	736	218
1024	768	256	1024	736	218
1280	768	256	1280	736	218
1536	768	256	1536	736	218
1792	768	256	1792	736	218
2048	768	256	2048	736	218
2303	768	256	2303	736	218
2559	768	256	2559	736	218
2815	768	256	2815	736	218
3071	768	256	3071	736	218
3327	768	256	3327	736	218
3583	768	256	3583	736	218
3839	768	256	3839	736	218
4095	768	256	4095	736	218
0	1024	256	0	981	218
256	1024	256	256	981	218
512	1024	256	512	981	218
768	1024	256	768	981	218
1024	1024	256	1024	981	218
1280	1024	256	1280	981	218
1536	1024	256	1536	981	218
1792	1024	256	1792	981	218
2048	1024	256	2048	981	218
2303	1024	256	2303	981	218
2559	1024	256	2559	981	218
2815	1024	256	2815	981	218
3071	1024	256	3071	981	218
3327	1024	256	3327	981	218
3583	1024	256	3583	981	218
3839	1024	256	3839	981	218
4095	1024	256	4095	981	218
0	1280	256	0	1226	218
256	1280	256	256	1226	218
512	1280	256	512	1226	218
768	1280	256	768	1226	218
1024	1280	256	1024	1226	218
1280	1280	256	1280	1226	218
1536	1280	256	1536	1226	218
1792	1280	256	1792	1226	218
2048	1280	256	2048	1226	218
2303	1280	256	2303	1226	218
2559	1280	256	2559	1226	218
2815	1280	256	2815	1226	218
3071	1280	256	3071	1226	218
3327	1280	256	3327	1226	218
3583	1280	256	3583	1226	218
3839	1280	256	3839	1226	218
4095	1280	256	4095	1226	218
0	1536	256	0	1471	218
256	1536	256	256	1471	218
512	1536	256	512	1471	218
768	1536	256	768	1471	218
1024	1536	256	1024	1471	218
1280	1536	256	1280	1471	218
1536	1536	256	1536	1471	218
1792	1536	256	1792	1471	218
2048	1536	256	2048	1471	218
2303	1536	256	2303	1471	218
2559	1536	256	2559	1471	218
2815	1536	256	2815	1471	218
3071	1536	256	3071	1471	218
3327	1536	256	3327	1471	218
3583	1536	256	3583	1471	218
3839	1536	256	3839	1471	218
4095	1536	256	4095	1471	218
0	1792	256	0	1716	218
256	1792	256	256	1716	218
512	1792	256	512	1716	218
768	1792	256	768	1716	218
1024	1792	256	1024	1716	218
1280	1792	256	1280	1716	218
1536	1792	256	1536	1716	218
1792	1792	256	1792	1716	218
2048	1792	256	2048	1716	218
2303	1792	256	2303	1716	218
2559	1792	256	2559	1716	218
2815	1792	256	2815	1716	218
3071	1792	256	3071	1716	218
3327	1792	256	3327	1716	218
3583	1792	256	3583	1716	218
3839	1792	256	3839	1716	218
4095	1792	256	4095	1716	218
0	2048	256	0	1962	218
256	2048	256	256	1962	218
512	2048	256	512	1962	218
768	2048	256	768	1962	218
1024	2048	256	1024	1962	218
1280	2048	256	1280	1962	218
1536	2048	256	1536	1962	218
1792	2048	256	1792	1962	218
2048	2048	256	2048	1962	218
2303	2048	256	2303	1962	218
2559	2048	256	2559	1962	218
2815	2048	256	2815	1962	218
3071	2048	256	3071	1962	218
3327	2048	256	3327	1962	218
3583	2048	256	3583	1962	218
3839	2048	256	3839	1962	218
4095	2048	256	4095	1962	218
0	2303	256	0	2206	218
256	2303	256	256	2206	218
512	2303	256	512	2206	218
768	2303	256	768	2206	218
1024	2303	256	1024	2206	218
1280	2303	256	1280	2206	218
1536	2303	256	1536	2206	218
1792	2303	256	1792	2206	218
2048	2303	256	2048	2206	218
2303	2303	256	2303	2206	218
2559	2303	256	2559	2206	218
2815	2303	256	2815	2206	218
3071	2303	256	3071	2206	218
3327	2303	256	3327	2206	218
3583	2303	256	3583	2206	218
3839	2303	256	3839	2206	218
4095	2303	256	4095	2206	218
0	2559	256	0	2451	218
256	2559	256	256	2451	218
512	2559	256	512	2451	218
768	2559	256	768	2451	218
1024	2559	256	1024	2451	218
1280	2559	256	1280	2451	218
1536	2559	256	1536	2451	218
1792	2559	256	1792	2451	218
2048	2559	256	2048	2451	218
2303	2559	256	2303	2451	218
2559	2559	256	2559	2451	218
2815	2559	256	2815	2451	218
3071	2559	256	3071	2451	218
3327	2559	256	3327	2451	218
3583	2559	256	3583	2451	218
3839	2559	256	3839	2451	218
4095	2559	256	4095	2451	218
0	2815	256	0	2696	218
256	2815	256	256	2696	218
512	2815	256	512	2696	218
768	2815	256	768	2696	218
1024	2815	256	1024	2696	218
1280	2815	256	1280	2696	218
1536	2815	256	1536	2696	218
1792	2815	256	1792	2696	218
2048	2815	256	2048	2696	218
2303	2815	256	2303	2696	218
2559	2815	256	2559	2696	218
2815	2815	256	2815	2696	218
3071	2815	256	3071	2696	218
3327	2815	256	3327	2696	218
3583	2815	256	3583	2696	218
3839	2815	256	3839	2696	218
4095	2815	256	4095	2696	218
0	3071	256	0	2942	218
256	3071	256	256	2942	218
512	3071	256	512	2942	218
768	3071	256	768	2942	218
1024	3071	256	1024	2942	218
1280	3071	256	1280	2942	218
1536	3071	256	1536	2942	218
1792	3071	256	1792	2942	218
2048	3071	256	2048	2942	218
2303	3071	256	2303	2942	218
2559	3071	256	2559	2942	218
2815	3071	256	2815	2942	218
3071	3071	256	3071	2942	218
3327	3071	256	3327	2942	218
3583	3071	256	3583	2942	218
3839	3071	256	3839	2942	218
4095	3071	256	4095	2942	218
0	3327	256	0	3187	218
256	3327	256	256	3187	218
512	3327	256	512	3187	218
768	3327	256	768	3187	218
1024	3327	256	1024	3187	218
1280	3327	256	1280	3187	218
1536	3327	256	1536	3187	218
1792	3327	256	1792	3187	218
2048	3327	256	2048	3187	218
2303	3327	256	2303	3187	218
2559	3327	256	2559	3187	218
2815	3327	256	2815	3187	218
3071	3327	256	3071	3187	218
3327	3327	256	3327	3187	218
3583	3327	256	3583	3187	218
3839	3327	256	3839	3187	218
4095	3327	256	4095	3187	218
0	3583	256	0	3432	218
256	3583	256	256	3432	218
512	3583	256	512	3432	218
768	3583	256	768	3432	218
1024	3583	256	1024	3432	218
1280	3583	256	1280	3432	218
1536	3583	256	1536	3432	218
1792	3583	256	1792	3432	218
2048	3583	256	2048	3432	218
2303	3583	256	2303	3432	218
2559	3583	256	2559	3432	218
2815	3583	256	2815	3432	218
3071	3583	256	3071	3432	218
3327	3583	256	3327	3432	218
3583	3583	256	3583	3432	218
3839	3583	256	3839	3432	218
4095	3583	256	4095	3432	218
0	3839	256	0	3677	218
256	3839	256	256	3677	218
512	3839	256	512	3677	218
768	3839	256	768	3677	218
1024	3839	256	1024	3677	218
1280	3839	256	1280	3677	218
1536	3839	256	1536	3677	218
1792	3839	256	1792	3677	218
2048	3839	256	2048	3677	218
2303	3839	256	2303	3677	218
2559	3839	256	2559	3677	218
2815	3839	256	2815	3677	218
3071	3839	256	3071	3677	218
3327	3839	256	3327	3677	218
3583	3839	256	3583	3677	218
3839	3839	256	3839	3677	218
4095	3839	256	4095	3677	218
0	4095	256	0	3922	218
256	4095	256	256	3922	218
512	4095	256	512	3922	218
768	4095	256	768	3922	218
1024	4095	256	1024	3922	218
1280	4095	256	1280	3922	218
1536	4095	256	1536	3922	218
1792	4095	256	1792	3922	218
2048	4095	256	2048	3922	218
2303	4095	256	2303	3922	218
2559	4095	256	2559	3922	218
2815	4095	256	2815	3922	218
3071	4095	256	3071	3922	218
3327	4095	256	3327	3922	218
3583	4095	256	3583	3922	218
3839	4095	256	3839	3922	218
4095	4095	256	4095	3922	218
0	0	512	0	0	437
256	0	512	256	0	437
512	0	512	512	0	437
768	0	512	768	0	437
1024	0	512	1024	0	437
1280	0	512	1280	0	437
1536	0	512	1536	0	437
1792	0	512	1792	0	437
2048	0	512	2048	0	437
2303	0	512	2303	0	437
2559	0	512	2559	0	437
2815	0	512	2815	0	437
3071	0	512	3071	0	437
3327	0	512	3327	0	437
3583	0	512	3583	0	437
3839	0	512	3839	0	437
4095	0	512	4095	0	437
0	256	512	0	245	437
256	256	512	256	245	437
512	256	512	512	245	437
768	256	512	768	245	437
1024	256	512	1024	245	437
1280	256	512	1280	245	437
1536	256	512	1536	245	437
1792	256	512	1792	245	437
2048	256	512	2048	245	437
2303	256	512	2303	245	437
2559	256	512	2559	245	437
2815	256	512	2815	245	437
3071	256	512	3071	245	437
3327	256	512	3327	245	437
3583	256	512	3583	245	437
3839	256	512	3839	245	437
4095	256	512	4095	245	437
0	512	512	0	490	437
256	512	512	256	490	437
512	512	512	512	490	437
768	512	512	768	490	437
1024	512	512	1024	490	437
1280	512	512	1280	490	437
1536	512	512	1536	490	437
1792	512	512	1792	490	437
2048	512	512	2048	490	437
2303	512	512	2303	490	437
2559	512	512	2559	490	437
2815	512	512	2815	490	437
3071	512	512	3071	490	437
3327	512	512	3327	490	437
3583	512	512	3583	490	437
3839	512	512	3839	490	437
4095	512	512	4095	490	437
0	768	512	0	736	437
256	768	512	256	736	437
512	768	512	512	736	437
768	768	512	768	736	437
1024	768	512	1024	736	437
1280	768	512	1280	736	437
1536	768	512	1536	736	437
1792	768	512	1792	736	437
2048	768	512	2048	736	437
2303	768	512	2303	736	437
2559	768	512	2559	736	437
2815	768	512	2815	736	437
3071	768	512	3071	736	437
3327	768	512	3327	736	437
3583	768	512	3583	736	437
3839	768	512	3839	736	437
4095	768	512	4095	736	437
0	1024	512	0	981	437
256	1024	512	256	981	437
512	1024	512	512	981	437
768	1024	512	768	981	437
1024	1024	512	1024	981	437
1280	1024	512	1280	981	437
1536	1024	512	1536	981	437
1792	1024	512	1792	981	437
2048	1024	512	2048	981	437
2303	1024	512	2303	981	437
2559	1024	512	2559	981	437
2815	1024	512	2815	981	437
3071	1024	512	3071	981	437
3327	1024	512	3327	981	437
3583	1024	512	3583	981	437
3839	1024	512	3839	981	437
4095	1024	512	4095	981	437
0	1280	512	0	1226	437
256	1280	512	256	1226	437
512	1280	512	512	1226	437
768	1280	512	768	1226	437
1024	1280	512	1024	1226	437
1280	1280	512	1280	1226	437
1536	1280	512	1536	1226	437
1792	1280	512	1792	1226	437
2048	1280	512	2048	1226	437
2303	1280	512	2303	1226	437
2559	1280	512	2559	1226	437
2815	1280	512	2815	1226	437
3071	1280	512	3071	1226	437
3327	1280	512	3327	1226	437
3583	1280	512	3583	1226	437
3839	1280	512	3839	1226	437
4095	1280	512	4095	1226	437
0	1536	512	0	1471	437
256	1536	512	256	1471	437
512	1536	512	512	1471	437
768	1536	512	768	1471	437
1024	1536	512	1024	1471	437
1280	1536	512	1280	1471	437
1536	1536	512	1536	1471	437
1792	1536	512	1792	1471	437
2048	1536	512	2048	1471	437
2303	1536	512	2303	1471	437
2559	1536	512	2559	1471	437
2815	1536	512	2815	1471	437
3071	1536	512	3071	1471	437
3327	1536	512	3327	1471	437
3583	1536	512	3583	1471	437
3839	1536	512	3839	1471	437
4095	1536	512	4095	1471	437
0	1792	512	0	1716	437
256	1792	512	256	1716	437
512	1792	512	512	1716	437
768	1792	512	768	1716	437
1024	1792	512	1024	1716	437
1280	1792	512	1280	1716	437
1536	1792	512	1536	1716	437
1792	1792	512	1792	1716	437
2048	1792	512	2048	1716	437
2303	1792	512	2303	1716	437
2559	1792	512	2559	1716	437
2815	1792	512	2815	1716	437
3071	1792	512	3071	1716	437
3327	1792	512	3327	1716	437
3583	1792	512	3583	1716	437
3839	1792	512	3839	1716	437
4095	1792	512	4095	1716	437
0	2048	512	0	1962	437
256	2048	512	256	1962	437
512	2048	512	512	1962	437
768	2048	512	768	1962	437
1024	2048	512	1024	1962	437
1280	2048	512	1280	1962	437
1536	2048	512	1536	1962	437
1792	2048	512	1792	1962	437
2048	2048	512	2048	1962	437
2303	2048	512	2303	1962	437
2559	2048	512	2559	1962	437
2815	2048	512	2815	1962	437
3071	2048	512	3071	1962	437
3327	2048	512	3327	1962	437
3583	2048	512	3583	1962	437
3839	2048	512	3839	1962	437
4095	2048	512	4095	1962	437
0	2303	512	0	2206	437
256	2303	512	256	2206	437
512	2303	512	512	2206	437
768	2303	512	768	2206	437
1024	2303	512	1024	2206	437
1280	2303	512	1280	2206	437
1536	2303	512	1536	2206	437
1792	2303	512	1792	2206	437
2048	2303	512	2048	2206	437
2303	2303	512	2303	2206	437
2559	2303	512	2559	2206	437
2815	2303	512	2815	2206	437
3071	2303	512	3071	2206	437
3327	2303	512	3327	2206	437
3583	2303	512	3583	2206	437
3839	2303	512	3839	2206	437
4095	2303	512	4095	2206	437
0	2559	512	0	2451	437
256	2559	512	256	2451	437
512	2559	512	512	2451	437
768	2559	512	768	2451	437
1024	2559	512	1024	2451	437
1280	2559	512	1280	2451	437
1536	2559	512	1536	2451	437
1792	2559	512	1792	2451	437
2048	2559	512	2048	2451	437
2303	2559	512	2303	2451	437
2559	2559	512	2559	2451	437
2815	2559	512	2815	2451	437
3071	2559	512	3071	2451	437
3327	2559	512	3327	2451	437
3583	2559	512	3583	2451	437
3839	2559	512	3839	2451	437
4095	2559	512	4095	2451	437
0	2815	512	0	2696	437
256	2815	512	256	2696	437
512	2815	512	512	2696	437
768	2815	512	768	2696	437
1024	2815	512	1024	2696	437
1280	2815	512	1280	2696	437
1536	2815	512	1536	2696	437
1792	2815	512	1792	2696	437
2048	2815	512	2048	2696	437
2303	2815	512	2303	2696	437
2559	2815	512	2559	2696	437
2815	2815	512	2815	2696	437
3071	2815	512	3071	2696	437
3327	2815	512	3327	2696	437
3583	2815	512	3583	2696	437
3839	2815	512	3839	2696	437
4095	2815	512	4095	2696	437
0	3071	512	0	2942	437
256	3071	512	256	2942	437
512	3071	512	512	2942	437
768	3071	512	768	2942	437
1024	3071	512	1024	2942	437
1280	3071	512	1280	2942	437
1536	3071	512	1536	2942	437
1792	3071	512	1792	2942	437
2048	3071	512	2048	2942	437
2303	3071	512	2303	2942	437
2559	3071	512	2559	2942	437
2815	3071	512	2815	2942	437
3071	3071	512	3071	2942	437
3327	3071	512	3327	2942	437
3583	3071	512	3583	2942	437
3839	3071	512	3839	2942	437
4095	3071	512	4095	2942	437
0	3327	512	0	3187	437
256	3327	512	256	3187	437
512	3327	512	512	3187	437
768	3327	512	768	3187	437
1024	3327	512	1024	3187	437
1280	3327	512	1280	3187	437
1536	3327	512	1536	3187	437
1792	3327	512	1792	3187	437
2048	3327	512	2048	3187	437
2303	3327	512	2303	3187	437
2559	3327	512	2559	3187	437
2815	3327	512	2815	3187	437
3071	3327	512	3071	3187	437
3327	3327	512	3327	3187	437
3583	3327	512	3583	3187	437
3839	3327	512	3839	3187	437
4095	3327	512	4095	3187	437
0	3583	512	0	3432	437
256	3583	512	256	3432	437
512	3583	512	512	3432	437
768	3583	512	768	3432	437
1024	3583	512	1024	3432	437
1280	3583	512	1280	3432	437
1536	3583	512	1536	3432	437
1792	3583	512	1792	3432	437
2048	3583	512	2048	3432	437
2303	3583	512	2303	3432	437
2559	3583	512	2559	3432	437
2815	3583	512	2815	3432	437
3071	3583	512	3071	3432	437
3327	3583	512	3327	3432	437
3583	3583	512	3583	3432	437
3839	3583	512	3839	3432	437
4095	3583	512	4095	3432	437
0	3839	512	0	3677	437
256	3839	512	256	3677	437
512	3839	512	512	3677	437
768	3839	512	768	3677	437
1024	3839	512	1024	3677	437
1280	3839	512	1280	3677	437
1536	3839	512	1536	3677	437
1792	3839	512	1792	3677	437
2048	3839	512	2048	3677	437
2303	3839	512	2303	3677	437
2559	3839	512	2559	3677	437
2815	3839	512	2815	3677	437
3071	3839	512	3071	3677	437
3327	3839	512	3327	3677	437
3583	3839	512	3583	3677	437
3839	3839	512	3839	3677	437
4095	3839	512	4095	3677	437
0	4095	512	0	3922	437
256	4095	512	256	3922	437
512	4095	512	512	3922	437
768	4095	512	768	3922	437
1024	4095	512	1024	3922	437
1280	4095	512	1280	3922	437
1536	4095	512	1536	3922	437
1792	4095	512	1792	3922	437
2048	4095	512	2048	3922	437
2303	4095	512	2303	3922	437
2559	4095	512	2559	3922	437
2815	4095	512	2815	3922	437
3071	4095	512	3071	3922	437
3327	4095	512	3327	3922	437
3583	4095	512	3583	3922	437
3839	4095	512	3839	3922	437
4095	4095	512	4095	3922	437
0	0	768	0	0	655
256	0	768	256	0	655
512	0	768	512	0	655
768	0	768	768	0	655
1024	0	768	1024	0	655
1280	0	768	1280	0	655
1536	0	768	1536	0	655
1792	0	768	1792	0	655
2048	0	768	2048	0	655
2303	0	768	2303	0	655
2559	0	768	2559	0	655
2815	0	768	2815	0	655
3071	0	768	3071	0	655
3327	0	768	3327	0	655
3583	0	768	3583	0	655
3839	0	768	3839	0	655
4095	0	768	4095	0	655
0	256	768	0	245	655
256	256	768	256	245	655
512	256	768	512	245	655
768	256	768	768	245	655
1024	256	768	1024	245	655
1280	256	768	1280	245	655
1536	256	768	1536	245	655
1792	256	768	1792	245	655
2048	256	768	2048	245	655
2303	256	768	2303	245	655
2559	256	768	2559	245	655
2815	256	768	2815	245	655
3071	256	768	3071	245	655
3327	256	768	3327	245	655
3583	256	768	3583	245	655
3839	256	768	3839	245	655
4095	256	768	4095	245	655
0	512	768	0	490	655
256	512	768	256	490	655
512	512	768	512	490	655
768	512	768	768	490	655
1024	512	768	1024	490	655
1280	512	768	1280	490	655
1536	512	768	1536	490	655
1792	512	768	1792	490	655
2048	512	768	2048	490	655
2303	512	768	2303	490	655
2559	512	768	2559	490	655
2815	512	768	2815	490	655
3071	512	768	3071	490	655
3327	512	768	3327	490	655
3583	512	768	3583	490	655
3839	512	768	3839	490	655
4095	512	768	4095	490	655
0	768	768	0	736	655
256	768	768	256	736	655
512	768	768	512	736	655
768	768	768	768	736	655
1024	768	768	1024	736	655
1280	768	768	1280	736	655
1536	768	768	1536	736	655
1792	768	768	1792	736	655
2048	768	768	2048	736	655
2303	768	768	2303	736	655
2559	768	768	2559	736	655
2815	768	768	2815	736	655
3071	768	768	3071	736	655
3327	768	768	3327	736	655
3583	768	768	3583	736	655
3839	768	768	3839	736	655
4095	768	768	4095	736	655
0	1024	768	0	981	655
256	1024	768	256	981	655
512	1024	768	512	981	655
768	1024	768	768	981	655
1024	1024	768	1024	981	655
